# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	27102
#@/user_id	1f16c4d4-a41a-4522-b9ab-3db93a4af922
gan qing 	感情	c=1 d=0.00010569 t=27102
gan sha 	幹啥	c=4 d=0.000218221 t=27102
gan sha wan yi 	幹啥玩意	c=1 d=1.66643e-08 t=27102
gan shou 	感受	c=2 d=0.806541 t=27102
gan tan hao 	感歎號	c=1 d=1.06e-09 t=27102
gan te 	干特	c=0 d=9.53012e-24 t=27102
gan te tu 	干特圖	c=1 d=9.57789e-23 t=27102
gan xia tai 	趕下臺	c=1 d=3.3075e-14 t=27102
gan xing qu 	感興趣	c=4 d=0.594521 t=27102
gan zhi 	感知	c=1 d=7.65616e-06 t=27102
gang 	剛	c=10 d=0.371577 t=27102
gang chang 	鋼廠	c=1 d=2.62658e-08 t=27102
gang kai shi 	剛開始	c=3 d=0.0278757 t=27102
gang miao le 	剛瞄了	c=1 d=3.6946e-22 t=27102
gang wei 	崗位	c=2 d=3.298e-06 t=27102
gang yong 	剛用	c=1 d=0.0293049 t=27102
gao 	搞	c=20 d=0.650808 t=27102
gao 	高	c=6 d=0.606713 t=27102
gao bu 	搞不	c=1 d=2.40378e-24 t=27102
gao bu ding 	搞不定	c=1 d=0.116484 t=27102
gao bu wan 	搞不完	c=1 d=0.0731678 t=27102
gao ceng 	高層	c=2 d=0.206114 t=27102
gao cheng 	搞成	c=1 d=1.65783e-06 t=27102
gao cuo le 	搞錯了	c=1 d=8.66791e-25 t=27102
gao da shang 	高大上	c=1 d=0.0327124 t=27102
gao de 	搞得	c=1 d=1.00553e-06 t=27102
gao dian nao 	搞電腦	c=1 d=1.46707e-09 t=27102
gao ding 	搞定	c=5 d=0.0231676 t=27102
gao duan 	高端	c=1 d=1.21614e-08 t=27102
gao ge 	搞個	c=1 d=0.102284 t=27102
gao ge 	高歌	c=1 d=0.101774 t=27102
gao guan 	高管	c=1 d=2.65297e-08 t=27102
gao huo 	搞貨	c=1 d=8.65464e-07 t=27102
gao ji 	高級	c=0 d=9.11255e-12 t=27102
gao ji ba 	搞雞巴	c=1 d=0.0178634 t=27102
gao ji ban 	高級版	c=1 d=3.2577e-12 t=27102
gao ji gong neng 	高級功能	c=1 d=8.83248e-11 t=27102
gao jia 	高架	c=1 d=1.73202e-21 t=27102
gao ke ji 	高科技	c=1 d=3.35109e-21 t=27102
gao le 	搞了	c=2 d=0.0409665 t=27102
gao liang 	高亮	c=0 d=0.0031273 t=27102
gao liang se 	高亮色	c=1 d=0.0314298 t=27102
gao nian 	高念	c=1 d=6.13044e-09 t=27102
gao qing 	高清	c=1 d=4.41797e-08 t=27102
gao qing 	高青	c=1 d=4.09874e-08 t=27102
gao su 	告訴	c=4 d=0.0031042 t=27102
gao su 	高速	c=4 d=0.0060268 t=27102
gao su ni 	告訴你	c=3 d=0.0374765 t=27102
gao su wo 	告訴我	c=3 d=0.000109455 t=27102
gao su wo ni de 	告訴我你的	c=1 d=3.5449e-06 t=27102
gao tie 	高鐵	c=1 d=6.79966e-22 t=27102
gao xiao 	高效	c=1 d=6.56578e-22 t=27102
gao xiao 	高校	c=1 d=4.31109e-14 t=27102
gao xiao shi yong 	高校使用	c=1 d=6.50045e-22 t=27102
gao xing 	高興	c=1 d=3.42531e-14 t=27102
gao yi ge 	搞一個	c=2 d=0.0804596 t=27102
gao yin 	高音	c=2 d=0.000429355 t=27102
gao yuan yuan 	高圓圓	c=1 d=1.49259e-06 t=27102
gao zhong 	高中	c=1 d=8.59655e-16 t=27102
ge 	個	c=62 d=1.28541 t=27102
ge 	割	c=2 d=0.733447 t=27102
ge 	各	c=5 d=0.0198413 t=27102
ge 	哥	c=2 d=4.96923e-09 t=27102
ge 	擱	c=1 d=7.75444e-09 t=27102
ge 	隔	c=1 d=5.73565e-20 t=27102
ge chang jia 	歌唱家	c=1 d=1.66269e-11 t=27102
ge ci 	歌詞	c=4 d=3.46733e-07 t=27102
ge ge 	各個	c=2 d=0.131336 t=27102
ge ji 	歌姬	c=0 d=0.000273944 t=27102
ge ji ba 	歌姬吧	c=1 d=0.00275318 t=27102
ge ji mao 	個雞毛	c=1 d=0.255381 t=27102
ge men 	哥們	c=1 d=0.00419023 t=27102
ge ming 	革命	c=1 d=2.56748e-05 t=27102
ge pin pai 	個品牌	c=1 d=3.74788e-14 t=27102
ge ren 	個人	c=6 d=0.168638 t=27102
ge shi 	格式	c=4 d=0.0190631 t=27102
ge shi hua 	格式化	c=5 d=0.000230554 t=27102
ge shou 	歌手	c=4 d=0.185444 t=27102
ge wai 	格外	c=1 d=2.67272e-07 t=27102
ge xi 	各系	c=1 d=8.29523e-08 t=27102
ge xiao shi 	個小時	c=2 d=0.00565622 t=27102
ge xing hua 	個性化	c=1 d=1.85092e-08 t=27102
ge yue 	個月	c=3 d=0.00101791 t=27102
ge zhong 	各種	c=2 d=0.000284437 t=27102
gei 	給	c=16 d=0.00384878 t=27102
gei chu 	給出	c=2 d=8.07542e-19 t=27102
gei de 	給的	c=1 d=2.82768e-23 t=27102
gei ge 	給個	c=1 d=5.25109e-11 t=27102
gei lao zi 	給老子	c=1 d=2.88333e-17 t=27102
gei ni 	給你	c=20 d=0.329605 t=27102
gei ren 	給人	c=1 d=0.194952 t=27102
gei wo 	給我	c=14 d=1.7071 t=27102
gen 	茛	c=1 d=1.36812e-11 t=27102
gen 	跟	c=8 d=0.00932553 t=27102
gen ben 	根本	c=4 d=0.0222592 t=27102
gen che 	跟車	c=1 d=3.28194e-11 t=27102
gen ju 	根據	c=6 d=5.44882e-06 t=27102
gen ju di 	根據地	c=1 d=2.59329e-05 t=27102
gen mei zhi 	跟妹紙	c=1 d=0.000655574 t=27102
gen ni 	跟你	c=4 d=0.00249118 t=27102
gen shang 	跟上	c=1 d=0.0564161 t=27102
gen shei 	跟誰	c=1 d=0.000443861 t=27102
gen ta 	跟他	c=1 d=0.00514361 t=27102
gen ta men 	跟他們	c=1 d=0.00442715 t=27102
gen wo 	跟我	c=2 d=0.166127 t=27102
gen wo shuo 	跟我說	c=1 d=0.161218 t=27102
gen zhe 	跟着	c=1 d=4.08747e-05 t=27102
geng 	更	c=3 d=0.150433 t=27102
geng die 	更迭	c=1 d=6.4137e-11 t=27102
geng duo 	更多	c=5 d=0.438235 t=27102
geng duo xin xi 	更多信息	c=1 d=8.91973e-09 t=27102
geng gai 	更改	c=2 d=3.15489e-08 t=27102
geng gai 	梗概	c=1 d=7.59831e-05 t=27102
geng hao 	更好	c=4 d=0.00160442 t=27102
geng huan 	更換	c=3 d=0.167797 t=27102
geng jia 	更加	c=21 d=1.42743 t=27102
geng kuai 	更快	c=1 d=7.15703e-07 t=27102
geng qi pa 	更奇葩	c=1 d=0.00115345 t=27102
geng xi huan 	更喜歡	c=1 d=0.00326335 t=27102
geng xiang xi 	更詳細	c=1 d=2.03995e-05 t=27102
geng xin 	更新	c=44 d=3.41807 t=27102
gong 	供	c=2 d=0.159614 t=27102
gong 	公	c=1 d=0.00479587 t=27102
gong 	共	c=1 d=2.63248e-05 t=27102
gong chan dang 	共產黨	c=1 d=6.59084e-08 t=27102
gong chang 	工廠	c=16 d=4.30012 t=27102
gong che 	公車	c=1 d=0.0037164 t=27102
gong cheng che 	工程車	c=1 d=1.02619e-10 t=27102
gong cheng shi 	工程師	c=1 d=0.0309618 t=27102
gong di 	功底	c=1 d=9.09992e-09 t=27102
gong di 	工地	c=1 d=9.05454e-09 t=27102
gong du 	公度	c=0 d=0.0591555 t=27102
gong du 	共度	c=1 d=0.603506 t=27102
gong du nan guan 	公度難關	c=1 d=0.594521 t=27102
gong fu 	功夫	c=1 d=0.00143728 t=27102
gong gong 	公公	c=2 d=0.437474 t=27102
gong jiao 	公交	c=4 d=0.0219985 t=27102
gong jiao che 	公交車	c=1 d=0.00390694 t=27102
gong ju 	工具	c=8 d=0.0202879 t=27102
gong ju ren 	工具人	c=1 d=2.04064e-09 t=27102
gong lve 	攻略	c=2 d=8.47021e-07 t=27102
gong neng 	功能	c=29 d=0.872489 t=27102
gong ni 	供你	c=1 d=0.794534 t=27102
gong qi jun 	宮崎俊	c=1 d=1.72367e-23 t=27102
gong qing 	共情	c=1 d=0.000177774 t=27102
gong qing 	共請	c=2 d=0.000349406 t=27102
gong si 	公司	c=4 d=0.063609 t=27102
gong su 	公訴	c=1 d=0.0845849 t=27102
gong tong 	共同	c=1 d=2.00126e-15 t=27102
gong wang 	公網	c=1 d=0.0461896 t=27102
gong wu yuan 	公務員	c=1 d=2.75364e-05 t=27102
gong xi ni 	恭喜你	c=1 d=1.7042e-07 t=27102
gong xian 	貢獻	c=1 d=9.13124e-20 t=27102
gong xiang 	共享	c=5 d=0.00350801 t=27102
gong xiang ku 	共享庫	c=1 d=2.4431e-09 t=27102
gong zi 	公子	c=0 d=3.0057e-07 t=27102
gong zuo 	工作	c=6 d=0.229143 t=27102
gong zuo liu 	工作流	c=18 d=0.21277 t=27102
gong zuo zhe 	工作者	c=3 d=1.87406e-18 t=27102
gou 	勾	c=2 d=2.82949e-12 t=27102
gou 	夠	c=2 d=0.000415927 t=27102
gou 	狗	c=4 d=0.0127147 t=27102
gou bing 	詬病	c=1 d=4.72769e-11 t=27102
gou bu cheng 	夠不成	c=1 d=3.10631e-11 t=27102
gou jian 	構建	c=3 d=0.514274 t=27102
gou le 	夠了	c=3 d=0.324652 t=27102
gou mai 	購買	c=4 d=9.39973e-08 t=27102
gou mai guo 	購買過	c=1 d=9.10147e-11 t=27102
gou tong 	溝通	c=1 d=5.30296e-09 t=27102
gou tou 	狗頭	c=3 d=0.0824965 t=27102
gou xuan 	勾選	c=1 d=1.72637e-12 t=27102
gou yong 	夠用	c=3 d=0.0263839 t=27102
gou zao qi 	構造器	c=7 d=3.57353e-05 t=27102
gou zhi 	購置	c=1 d=1.85092e-08 t=27102
gu 	故	c=4 d=0.316637 t=27102
gu ba bi lun 	古巴比倫	c=2 d=2.13037e-07 t=27102
gu cheng 	古城	c=1 d=4.55174e-06 t=27102
gu chu lai 	鼓出來	c=0 d=4.83403e-09 t=27102
gu dai 	古代	c=1 d=1.33525e-19 t=27102
gu dao xi feng shou ma 	古道西风瘦马	c=1 d=2.64334e-24 t=27102
gu dian 	古典	c=3 d=9.42366e-12 t=27102
gu ding 	固定	c=2 d=0.000587681 t=27102
gu du 	孤獨	c=0 d=1.40056e-23 t=27102
gu du yu le 	孤獨娛樂	c=1 d=1.40758e-22 t=27102
gu feng 	古風	c=1 d=0.647265 t=27102
gu ge 	谷歌	c=19 d=0.9661 t=27102
gu ji 	估計	c=12 d=0.412475 t=27102
gu li 	鼓勵	c=1 d=2.09772e-10 t=27102
gu shi 	故事	c=3 d=0.110251 t=27102
gu suan 	估算	c=1 d=0.0001441 t=27102
gu yi 	故意	c=1 d=3.94755e-07 t=27102
gu zhang 	故障	c=1 d=3.66294e-09 t=27102
gu zhuang 	古裝	c=1 d=7.11384e-24 t=27102
gua 	掛	c=1 d=0.554327 t=27102
gua 	瓜	c=0 d=1.41781e-20 t=27102
gua qi 	掛起	c=1 d=0.786628 t=27102
gua tou 	寡頭	c=1 d=4.12139e-14 t=27102
guai 	怪	c=1 d=0.000662162 t=27102
guai wo 	怪我	c=2 d=0.00454217 t=27102
guan 	冠	c=1 d=4.74477e-24 t=27102
guan 	管	c=3 d=0.343009 t=27102
guan bi 	關閉	c=9 d=0.0277625 t=27102
guan bu zhu 	管不住	c=1 d=5.16131e-14 t=27102
guan cha 	觀察	c=2 d=0.000841773 t=27102
guan cha zhe mo shi 	觀察者模式	c=1 d=0.218712 t=27102
guan de 	管得	c=0 d=1.69541e-06 t=27102
guan de liao 	管得了	c=1 d=1.70391e-05 t=27102
guan ji 	關機	c=1 d=9.73786e-12 t=27102
guan jian 	關鍵	c=1 d=1.77128e-20 t=27102
guan jian ci 	關鍵詞	c=2 d=0.00017252 t=27102
guan jian zi 	關鍵字	c=17 d=0.0411174 t=27102
guan jun 	冠軍	c=4 d=0.620858 t=27102
guan le 	關了	c=1 d=4.07124e-17 t=27102
guan li 	管理	c=15 d=0.00423035 t=27102
guan li yuan 	管理員	c=1 d=1.49487e-24 t=27102
guan men 	關門	c=2 d=7.56041e-05 t=27102
guan tou 	關頭	c=1 d=4.06142e-18 t=27102
guan wang 	官網	c=3 d=0.00163155 t=27102
guan xi 	關係	c=9 d=0.0190076 t=27102
guan xi jin zhang 	關係緊張	c=1 d=0.00192083 t=27102
guan xin 	關心	c=2 d=0.0017555 t=27102
guan yu 	關於	c=21 d=0.0611155 t=27102
guan zhu 	關注	c=4 d=0.000297529 t=27102
guan zhu zui 	管住嘴	c=1 d=0.00704808 t=27102
guang 	逛	c=7 d=0.00152631 t=27102
guang biao 	光標	c=1 d=3.32238e-08 t=27102
guang chang 	廣場	c=1 d=1.02849e-07 t=27102
guang dong sheng 	廣東省	c=3 d=1.21892e-06 t=27102
guang gao 	廣告	c=2 d=0.00139818 t=27102
guang guang 	逛逛	c=1 d=7.61927e-08 t=27102
guang jie 	逛街	c=5 d=2.50832e-06 t=27102
guang zhou 	廣州	c=10 d=0.900325 t=27102
gui 	貴	c=4 d=0.40657 t=27102
gui bi 	規避	c=1 d=0.000322309 t=27102
gui che 	鬼扯	c=1 d=0.000252273 t=27102
gui gu 	硅谷	c=1 d=4.63802e-21 t=27102
gui hua 	規劃	c=1 d=3.98723e-07 t=27102
gui jiao 	硅膠	c=1 d=1.27649e-19 t=27102
gui lin 	桂林	c=6 d=0.000158461 t=27102
gui lv 	規律	c=1 d=1.70536e-15 t=27102
gui mi 	閨蜜	c=0 d=9.22301e-21 t=27102
gui mie 	鬼滅	c=2 d=0.00201529 t=27102
gui mie zhi ren 	鬼滅之刃	c=3 d=0.000982903 t=27102
gui shu 	歸屬	c=1 d=0.349938 t=27102
gui si 	貴司	c=1 d=4.18368e-14 t=27102
gui ze 	規則	c=19 d=0.000440997 t=27102
gui ze ji 	規則集	c=5 d=0.000605411 t=27102
gun 	滾	c=1 d=3.27291e-08 t=27102
gun dan 	滾蛋	c=2 d=0.00451658 t=27102
gun dong 	滾動	c=5 d=2.96621e-06 t=27102
gun xia 	滾下	c=1 d=0.000978001 t=27102
guo 	果	c=1 d=1.61048e-18 t=27102
guo 	過	c=14 d=0.196914 t=27102
guo an 	國安	c=1 d=0.271173 t=27102
guo bu liao 	過不了	c=1 d=2.26264e-18 t=27102
guo chan 	國產	c=6 d=0.00668833 t=27102
guo cheng 	過程	c=7 d=0.00119636 t=27102
guo cheng zhong 	過程中	c=1 d=7.05168e-09 t=27102
guo dao 	國道	c=1 d=2.98451e-11 t=27102
guo fen 	過分	c=3 d=7.61797e-06 t=27102
guo ji ban 	國際版	c=1 d=0.00012341 t=27102
guo ji tian 	過幾天	c=1 d=0.00017956 t=27102
guo jia 	國家	c=1 d=3.76859e-20 t=27102
guo jiang 	過江	c=0 d=2.3469e-08 t=27102
guo lai 	過來	c=5 d=0.00758644 t=27102
guo le 	過了	c=1 d=0.0284388 t=27102
guo liang tian 	過兩天	c=1 d=0.0735345 t=27102
guo lv 	過濾	c=4 d=1.35739e-05 t=27102
guo nei 	國內	c=3 d=0.315895 t=27102
guo qi 	國企	c=1 d=0.101774 t=27102
guo qi 	過期	c=3 d=4.58902e-10 t=27102
guo qu 	過去	c=1 d=0.00190171 t=27102
guo ran 	果然	c=1 d=4.86918e-05 t=27102
guo shi 	過時	c=1 d=3.81308e-11 t=27102
guo shou 	過手	c=0 d=5.3998e-17 t=27102
guo wai 	國外	c=1 d=0.018968 t=27102
guo ye 	過夜	c=1 d=0.0639279 t=27102
guo yi duan 	過一段	c=3 d=0.0572688 t=27102
guo yi hui 	過一會	c=1 d=0.000542133 t=27102
guo you bu ji 	過猶不及	c=3 d=0.390628 t=27102
guo yu 	過於	c=1 d=0.267135 t=27102
ha 	哈	c=7 d=0.0182557 t=27102
ha ha 	哈哈	c=43 d=1.79493 t=27102
ha ha ha 	哈哈哈	c=3 d=0.000682328 t=27102
ha ha ha ha 	哈哈哈哈	c=1 d=6.6079e-09 t=27102
ha li bo te 	哈利波特	c=1 d=0.135335 t=27102
ha lou 	哈嘍	c=1 d=0.135335 t=27102
ha man 	哈曼	c=0 d=7.93697e-19 t=27102
ha man ka dun 	哈曼卡頓	c=1 d=7.97675e-18 t=27102
hai 	還	c=61 d=1.46965 t=27102
hai bu cuo 	還不錯	c=2 d=3.22364e-06 t=27102
hai bu hui 	還不會	c=1 d=1.27827e-06 t=27102
hai bu ru 	還不如	c=2 d=0.00711891 t=27102
hai bu shi 	還不是	c=2 d=0.256661 t=27102
hai cha 	還差	c=1 d=1.16643e-17 t=27102
hai chuan 	還穿	c=1 d=4.45237e-11 t=27102
hai dei 	還得	c=5 d=5.19619e-05 t=27102
hai dei shi 	還得是	c=1 d=2.2332e-11 t=27102
hai di 	海底	c=1 d=2.66075e-13 t=27102
hai hao 	還好	c=9 d=0.236143 t=27102
hai hui you 	還會有	c=1 d=0.562705 t=27102
hai ji de 	還記得	c=1 d=0.00178203 t=27102
hai jiang 	還將	c=1 d=0.0131675 t=27102
hai kan dao 	還看到	c=0 d=8.99071e-15 t=27102
hai ke 	還可	c=1 d=3.38949e-08 t=27102
hai ke yi 	還可以	c=17 d=0.102405 t=27102
hai mei 	還沒	c=15 d=0.235888 t=27102
hai mei dao 	還沒到	c=2 d=4.52904e-06 t=27102
hai nan 	海南	c=1 d=3.00151e-19 t=27102
hai neng 	還能	c=9 d=0.110942 t=27102
hai neng yong 	還能用	c=1 d=0.798516 t=27102
hai pa 	害怕	c=0 d=0.0150318 t=27102
hai pa shi qu 	害怕失去	c=1 d=0.151072 t=27102
hai sheng 	還剩	c=1 d=0.0902655 t=27102
hai shi 	還是	c=68 d=1.86176 t=27102
hai shi hui 	還是會	c=1 d=0.00831246 t=27102
hai shi ni kuai 	還是你快	c=1 d=9.70941e-07 t=27102
hai shi wei 	還是爲	c=1 d=0.000409735 t=27102
hai shi yao 	還是要	c=1 d=9.61607e-11 t=27102
hai suan 	還酸	c=1 d=0.000135709 t=27102
hai ting 	還挺	c=0 d=1.62108e-08 t=27102
hai ting zi xin 	還挺自信	c=1 d=1.62921e-07 t=27102
hai xiang 	還想	c=1 d=0.0862936 t=27102
hai xin 	還信	c=1 d=5.78739e-08 t=27102
hai xing 	還行	c=8 d=0.122922 t=27102
hai xiu 	害羞	c=1 d=0.00232276 t=27102
hai xu yao 	還需要	c=5 d=0.797025 t=27102
hai yao 	還要	c=10 d=0.178173 t=27102
hai yi wei 	還以爲	c=2 d=0.0204453 t=27102
hai yong 	還用	c=1 d=0.273898 t=27102
hai you 	還有	c=35 d=0.794534 t=27102
hai you mei you 	還有沒有	c=2 d=1.35381e-05 t=27102
hai zai 	還在	c=8 d=0.410656 t=27102
hai zao 	還早	c=2 d=0.00657159 t=27102
hai zi 	孩子	c=0 d=2.86602e-06 t=27102
han 	含	c=1 d=0.0765355 t=27102
han 	喊	c=1 d=0.00449405 t=27102
han 	汗	c=3 d=0.0170082 t=27102
han chuan 	漢川	c=1 d=8.87222e-05 t=27102
han ju 	韓劇	c=1 d=0.12493 t=27102
han liang 	含量	c=2 d=0.158817 t=27102
han shu 	函數	c=24 d=1.30107 t=27102
han shu shi 	函數式	c=6 d=0.00265934 t=27102
han you 	含有	c=3 d=6.8995e-06 t=27102
han zi 	漢字	c=1 d=0.106459 t=27102
hang 	行	c=6 d=0.0221101 t=27102
hang ye 	行業	c=4 d=6.34745e-07 t=27102
hang zhou 	杭州	c=1 d=1.55779e-09 t=27102
hao 	好	c=29 d=0.708235 t=27102
hao 	薅	c=0 d=4.04817e-10 t=27102
hao 	號	c=1 d=4.48398e-06 t=27102
hao ba 	好吧	c=5 d=0.463013 t=27102
hao ban fa 	好辦法	c=1 d=0.0098528 t=27102
hao bu hao 	好不好	c=1 d=0.00324708 t=27102
hao bu hao chi 	好不好喫	c=1 d=0.000363402 t=27102
hao chi 	好喫	c=2 d=6.14421e-06 t=27102
hao chu 	好處	c=4 d=2.28857e-05 t=27102
hao de 	好的	c=1 d=0.00660453 t=27102
hao dong xi 	好東西	c=2 d=0.0206508 t=27102
hao duo 	好多	c=3 d=0.0962701 t=27102
hao e xin 	好噁心	c=1 d=1.72133e-07 t=27102
hao gan 	好感	c=1 d=0.000717312 t=27102
hao ge 	好歌	c=1 d=5.17115e-07 t=27102
hao guo 	好過	c=1 d=5.96364e-08 t=27102
hao han 	浩翰	c=1 d=1.26599e-10 t=27102
hao hao 	好好	c=1 d=0.000249763 t=27102
hao hao hao 	好好好	c=1 d=0.606531 t=27102
hao jia huo 	好傢伙	c=1 d=0.00390694 t=27102
hao jiu 	好久	c=2 d=2.90018e-12 t=27102
hao kai 	好開	c=4 d=0.000249763 t=27102
hao kan 	好看	c=5 d=0.0793908 t=27102
hao kan yi dian 	好看一點	c=1 d=0.562705 t=27102
hao lai 	好萊	c=0 d=5.60375e-12 t=27102
hao lai 	好賴	c=1 d=2.60044e-08 t=27102
hao le 	好了	c=7 d=0.0290139 t=27102
hao liao 	好聊	c=1 d=4.55252e-08 t=27102
hao me 	好麼	c=4 d=5.53179e-06 t=27102
hao mo hu 	好模糊	c=1 d=8.80668e-06 t=27102
hao na 	好拿	c=1 d=7.03228e-06 t=27102
hao qi 	好奇	c=1 d=5.25377e-17 t=27102
hao ruan jian 	好軟件	c=1 d=2.42505e-10 t=27102
hao shi 	好事	c=1 d=0.618783 t=27102
hao suo 	好所	c=1 d=6.44694e-13 t=27102
hao ting 	好停	c=1 d=0.000251014 t=27102
hao ting 	好聽	c=1 d=5.95027e-11 t=27102
hao wan 	好玩	c=4 d=0.00585769 t=27102
hao wu yu 	好无语	c=1 d=0.0043831 t=27102
hao xi 	好戲	c=1 d=5.1197e-07 t=27102
hao xiang 	好像	c=30 d=1.0254 t=27102
hao xiang shi 	好像是	c=2 d=0.000153011 t=27102
hao yang mao 	薅羊毛	c=1 d=4.06847e-09 t=27102
hao yi dian 	好一點	c=1 d=0.0441572 t=27102
hao yi ge 	好一個	c=1 d=0.000483239 t=27102
hao yi si 	好意思	c=1 d=0.000291637 t=27102
hao yong 	好用	c=9 d=0.928312 t=27102
hao yue 	好約	c=1 d=1.0116e-18 t=27102
he 	和	c=134 d=2.67538 t=27102
he 	喝	c=5 d=1.70391e-05 t=27102
he 	河	c=1 d=3.15895e-09 t=27102
he 	鶴	c=0 d=0.0063609 t=27102
he bu 	何不	c=1 d=2.28421e-12 t=27102
he cha 	喝茶	c=2 d=0.00231117 t=27102
he chang 	何嘗	c=1 d=1.61355e-11 t=27102
he cheng 	合成	c=2 d=7.52179e-23 t=27102
he he 	呵呵	c=2 d=1.06445 t=27102
he ji 	合集	c=1 d=1.07029e-05 t=27102
he liao 	和髎	c=1 d=3.18549e-13 t=27102
he nan 	河南	c=1 d=1.42323e-05 t=27102
he ni 	和你	c=1 d=7.19413e-09 t=27102
he shang 	喝上	c=0 d=5.33045e-12 t=27102
he shang jiu 	喝上酒	c=1 d=5.35717e-11 t=27102
he shi 	合適	c=3 d=3.75503e-07 t=27102
he shui 	喝水	c=2 d=0.00540293 t=27102
he ta 	和他	c=1 d=0.00737249 t=27102
he tang 	荷塘	c=1 d=3.31436e-09 t=27102
he wo 	和我	c=2 d=0.00166156 t=27102
he xin 	核心	c=9 d=0.0163573 t=27102
he xin ji 	核心級	c=1 d=0.00019647 t=27102
he yi 	何意	c=1 d=1.06274e-10 t=27102
he ze 	荷泽	c=3 d=9.03556e-15 t=27102
he zhao 	合照	c=1 d=1.89319e-09 t=27102
he zhe 	喝着	c=1 d=2.46681e-05 t=27102
he zi 	合資	c=1 d=6.06944e-09 t=27102
he zuo 	合作	c=1 d=4.3327e-14 t=27102
hei 	黑	c=0 d=0.00010701 t=27102
hei an 	黑暗	c=1 d=0.0031117 t=27102
hei an mo shi 	黑暗模式	c=1 d=0.031273 t=27102
hei ban 	黑板	c=0 d=3.19374e-15 t=27102
hei ban shang 	黑板上	c=1 d=3.20974e-14 t=27102
hei he zi 	黑盒子	c=2 d=1.23234e-09 t=27102
hei hei 	嘿嘿	c=13 d=3.09918 t=27102
hei mei 	黑莓	c=1 d=1.39286e-16 t=27102
hei ming dan 	黑名單	c=1 d=3.65348e-08 t=27102
hei ping guo 	黑蘋果	c=3 d=0.00107547 t=27102
hei se 	黑色	c=2 d=0.183599 t=27102
hen 	很	c=24 d=0.966967 t=27102
hen chou 	很醜	c=1 d=1.96637e-14 t=27102
hen da 	很大	c=4 d=1.35946e-05 t=27102
hen dong 	很懂	c=1 d=4.70331e-09 t=27102
hen duo 	很多	c=13 d=0.344755 t=27102
hen duo ci 	很多次	c=1 d=6.17711e-10 t=27102
hen duo nian 	很多年	c=2 d=0.000156102 t=27102
hen duo ren 	很多人	c=2 d=9.01744e-06 t=27102
hen gao 	很高	c=1 d=0.000337144 t=27102
hen hao 	很好	c=4 d=0.120633 t=27102
hen hong 	很紅	c=1 d=3.38132e-09 t=27102
hen jiu 	很久	c=4 d=0.287941 t=27102
hen kuai 	很快	c=2 d=0.0804596 t=27102
hen man 	很慢	c=3 d=0.0175975 t=27102
hen mang 	很忙	c=1 d=1.12264e-08 t=27102
hen ming xian 	很明顯	c=1 d=5.50513e-08 t=27102
hen nan 	很難	c=4 d=0.000319102 t=27102
hen quan 	很全	c=1 d=3.52051e-13 t=27102
hen re 	很熱	c=1 d=1.09246e-11 t=27102
hen rong yi 	很容易	c=2 d=1.02584e-06 t=27102
hen san 	很散	c=1 d=0.188247 t=27102
hen shao 	很少	c=1 d=1.33044e-06 t=27102
hen tong 	很痛	c=1 d=1.14314e-15 t=27102
hen xiang 	很想	c=1 d=6.22414e-11 t=27102
hen ying 	很硬	c=0 d=6.45923e-07 t=27102
hen you 	很有	c=1 d=0.97531 t=27102
hen you ke neng 	很有可能	c=1 d=0.0131675 t=27102
hen yuan 	很遠	c=1 d=0.00562801 t=27102
hong 	宏	c=2 d=3.76528e-22 t=27102
hong 	洪	c=1 d=0.224249 t=27102
hong chen 	紅塵	c=0 d=0.0414783 t=27102
hong deng 	紅燈	c=5 d=2.11949e-09 t=27102
hong huang 	紅黃	c=0 d=1.11011e-24 t=27102
hong huang lan 	紅黃藍	c=1 d=1.11567e-23 t=27102
hong lu si 	鴻臚寺	c=1 d=0.00235786 t=27102
hong lv 	紅綠	c=0 d=2.01266e-24 t=27102
hong lv deng 	紅綠燈	c=2 d=1.06068e-09 t=27102
hong lv huang 	紅綠黃	c=1 d=2.02275e-23 t=27102
hong meng 	鴻蒙	c=3 d=4.15529e-06 t=27102
hong se 	紅色	c=1 d=0.386741 t=27102
hong se zhuan pan 	紅色轉盤	c=1 d=5.37195e-14 t=27102
hong shu 	紅薯	c=0 d=2.30756e-15 t=27102
hou 	吼	c=3 d=0.0206508 t=27102
hou 	後	c=31 d=1.71725 t=27102
hou bi yin 	後鼻音	c=0 d=8.6323e-07 t=27102
hou che 	後車	c=4 d=9.1413e-11 t=27102
hou dai 	後代	c=1 d=1.14809e-07 t=27102
hou lai 	後來	c=1 d=0.226502 t=27102
hou men 	後門	c=1 d=9.42406e-09 t=27102
hou shou 	後手	c=1 d=2.93858e-05 t=27102
hou tai 	後台	c=1 d=1.73892e-09 t=27102
hou tian 	後天	c=1 d=0.00186406 t=27102
hou xu 	後續	c=4 d=0.97531 t=27102
hou xuan 	候選	c=5 d=0.827059 t=27102
hou xuan ci 	候選詞	c=10 d=0.897037 t=27102
hou xuan ci 	後選詞	c=1 d=0.156453 t=27102
hou xuan kuang 	候選框	c=1 d=0.181772 t=27102
hou xuan zi 	候選字	c=9 d=1.3736 t=27102
hou yi 	後裔	c=1 d=1.21908e-07 t=27102
hou zi 	猴子	c=1 d=0.119433 t=27102
