# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	27102
#@/user_id	1f16c4d4-a41a-4522-b9ab-3db93a4af922
mei yao 	沒要	c=1 d=4.38384e-05 t=27102
mei yi ge 	每一個	c=1 d=1.66756e-16 t=27102
mei yi jia 	美宜家	c=2 d=2.7084e-07 t=27102
mei yong 	沒用	c=7 d=0.628622 t=27102
mei yong guo 	沒用過	c=2 d=2.40051e-08 t=27102
mei you 	沒有	c=101 d=1.61201 t=27102
mei you 	煤油	c=2 d=0.265217 t=27102
mei you chong tu 	沒有衝突	c=1 d=0.955997 t=27102
mei you ni 	沒有你	c=1 d=0.355226 t=27102
mei zhao dao 	沒找到	c=4 d=0.000750328 t=27102
mei zhi 	妹紙	c=18 d=0.185083 t=27102
mei zhong bu zu 	美中不足	c=1 d=0.0207543 t=27102
mei zhu yi 	沒主意	c=2 d=0.00108086 t=27102
mei zou 	沒走	c=1 d=6.07254e-15 t=27102
men 	們	c=2 d=0.980199 t=27102
men kan 	門檻	c=1 d=9.90724e-09 t=27102
men kou 	門口	c=2 d=3.58919e-05 t=27102
mi 	米	c=1 d=0.0259911 t=27102
mi fan 	米飯	c=1 d=0.109701 t=27102
mi gong 	迷宮	c=1 d=6.23919e-10 t=27102
mi hu 	迷糊	c=1 d=7.62057e-10 t=27102
mi ji xing 	密集型	c=2 d=3.59274e-09 t=27102
mi ma 	密馬	c=1 d=2.35298e-08 t=27102
mi mang 	迷茫	c=1 d=6.55908e-10 t=27102
mi mi 	祕密	c=2 d=0.125556 t=27102
mi qie 	密切	c=1 d=1.20093e-07 t=27102
mian 	面	c=2 d=1.70463 t=27102
mian 	麪	c=14 d=7.8446 t=27102
mian ao 	棉襖	c=1 d=8.05144e-10 t=27102
mian bao 	麵包	c=1 d=2.78852e-06 t=27102
mian bo zhi li 	綿薄之力	c=1 d=1.84614e-07 t=27102
mian bu 	面部	c=1 d=0.00251621 t=27102
mian dei 	免得	c=1 d=0.00400585 t=27102
mian fei 	免費	c=33 d=1.12576 t=27102
mian fei yong 	免費用	c=1 d=0.634448 t=27102
mian fei yong hu 	免費用戶	c=2 d=0.116554 t=27102
mian ji 	麪基	c=1 d=0.00257991 t=27102
mian tiao 	麪條	c=1 d=0.110251 t=27102
mian wa 	棉襪	c=1 d=3.70038e-11 t=27102
mian xiang 	面向	c=2 d=4.27113e-10 t=27102
miao 	廟	c=0 d=4.38459e-08 t=27102
miao 	秒	c=2 d=8.389e-20 t=27102
miao le 	瞄了	c=0 d=3.67617e-23 t=27102
miao li 	廟裏	c=1 d=1.45272e-11 t=27102
miao shu 	描述	c=2 d=0.394885 t=27102
miao xie 	描寫	c=1 d=3.90416e-24 t=27102
mie 	咩	c=1 d=1.01563e-06 t=27102
min fa dian 	民法典	c=1 d=9.24217e-15 t=27102
min gan 	敏感	c=4 d=0.0156864 t=27102
min sheng 	民生	c=2 d=7.51894e-21 t=27102
min su 	民宿	c=1 d=9.04346e-24 t=27102
min yao 	民謠	c=1 d=5.88286e-24 t=27102
ming 	名	c=1 d=0.00098783 t=27102
ming 	命	c=1 d=5.90868e-06 t=27102
ming 	明	c=1 d=0.759572 t=27102
ming 	朙	c=1 d=1.45598e-08 t=27102
ming bai 	明白	c=3 d=9.16609e-06 t=27102
ming dan 	名單	c=1 d=0.327928 t=27102
ming hou tian 	明後天	c=1 d=2.04558e-08 t=27102
ming ling 	命令	c=21 d=1.19166 t=27102
ming ling hang 	命令行	c=1 d=0.00104891 t=27102
ming ling jie kou 	命令接口	c=1 d=0.190139 t=27102
ming ling mo shi 	命令模式	c=2 d=1.44969 t=27102
ming ming 	命名	c=2 d=0.00375375 t=27102
ming ming 	明明	c=2 d=0.00653899 t=27102
ming ming fa 	命名法	c=1 d=5.74365e-07 t=27102
ming que 	明確	c=6 d=2.91088e-11 t=27102
ming tian 	明天	c=18 d=0.0735728 t=27102
ming yue 	明月	c=3 d=0.37914 t=27102
ming yue 	朙月	c=1 d=1.44872e-08 t=27102
ming yue ji shi you 	明月几时有	c=2 d=1.8135 t=27102
ming yue pin yin 	朙月拼音	c=3 d=1.63419 t=27102
ming zheng yan shun 	名正言顺	c=1 d=0.0105145 t=27102
ming zi 	名字	c=10 d=0.0425118 t=27102
mo 	摸	c=1 d=0.00110822 t=27102
mo ban 	模板	c=0 d=0.0362402 t=27102
mo ban fang fa 	模板方法	c=1 d=0.364219 t=27102
mo ban fang fa mo shi 	模板方法模式	c=2 d=0.355226 t=27102
mo bu dao 	摸不到	c=1 d=1.05525e-15 t=27102
mo hu 	模糊	c=1 d=0.0211189 t=27102
mo hu yin 	模糊音	c=16 d=0.656032 t=27102
mo hu ying 	模糊應	c=1 d=1.20674e-05 t=27102
mo ji 	墨跡	c=1 d=6.5727e-05 t=27102
mo kuai 	模塊	c=3 d=0.0710054 t=27102
mo kuai 	磨快	c=1 d=7.91244e-11 t=27102
mo ni 	模擬	c=1 d=5.65814e-07 t=27102
mo ren 	默認	c=24 d=0.22091 t=27102
mo ren wei zhi 	默認位置	c=2 d=1.0512e-21 t=27102
mo ren zhi 	默認值	c=1 d=0.000792752 t=27102
mo shi 	模式	c=44 d=4.19867 t=27102
mo shi he 	模式和	c=1 d=3.93321e-23 t=27102
mo shi xia 	模式下	c=6 d=0.283361 t=27102
mo suo 	摸索	c=1 d=0.0611149 t=27102
mo tuo che 	摩托車	c=0 d=4.03841e-11 t=27102
mo xing 	模型	c=26 d=1.61712 t=27102
mo yu 	墨魚	c=1 d=0.946485 t=27102
mou 	某	c=1 d=2.0869e-08 t=27102
mou ge 	某個	c=2 d=0.666977 t=27102
mou mou 	某某	c=1 d=5.04348e-07 t=27102
mou tian 	某天	c=1 d=2.33115e-16 t=27102
mou xie 	某些	c=2 d=1.32061e-07 t=27102
mou yi 	某一	c=0 d=0.0182684 t=27102
mou yi shi jian 	某一事件	c=1 d=0.183599 t=27102
mu 	畝	c=1 d=1.50032e-08 t=27102
mu 	目	c=1 d=0.000170803 t=27102
mu ban 	模板	c=2 d=0.000930303 t=27102
mu biao 	目標	c=1 d=3.79793e-23 t=27102
mu bu xia jie 	目不暇接	c=1 d=9.19138e-09 t=27102
mu dan 	牡丹	c=3 d=3.45903e-11 t=27102
mu di di 	目的地	c=1 d=0.000122182 t=27102
mu le 	慕了	c=1 d=0.000997758 t=27102
mu li 	木里	c=1 d=0.99005 t=27102
mu lu 	目錄	c=13 d=1.15017 t=27102
mu lu xia 	目錄下	c=2 d=0.814647 t=27102
mu qian 	目前	c=6 d=0.19205 t=27102
mu ying 	母嬰	c=1 d=1.21424e-19 t=27102
mu you 	木有	c=2 d=5.01747e-05 t=27102
mu zi 	母子	c=0 d=0.000759701 t=27102
mu zi guan xi 	母子關係	c=1 d=0.00763509 t=27102
na 	吶	c=4 d=0.295174 t=27102
na 	哪	c=8 d=0.0623626 t=27102
na 	拿	c=4 d=0.0614212 t=27102
na 	那	c=21 d=0.126044 t=27102
na bi jing 	那畢竟	c=1 d=0.0372538 t=27102
na bian 	那邊	c=3 d=0.212248 t=27102
na bu shi 	那不是	c=2 d=2.38854e-08 t=27102
na ci 	那次	c=1 d=0.00047367 t=27102
na dao 	拿到	c=1 d=2.35298e-08 t=27102
na dian 	拿點	c=1 d=2.25449e-05 t=27102
na dong xi 	拿東西	c=1 d=0.000370744 t=27102
na gan 	哪敢	c=1 d=6.67317e-07 t=27102
na ge 	哪個	c=6 d=0.0209629 t=27102
na ge 	拿個	c=1 d=0.0101529 t=27102
na ge 	那個	c=19 d=0.439865 t=27102
na ge da xue 	那個大學	c=1 d=9.97928e-06 t=27102
na ge shi pin 	那個視頻	c=1 d=0.0720785 t=27102
na hai 	那還	c=1 d=9.01244e-13 t=27102
na hai shi 	那還是	c=1 d=0.00697795 t=27102
na hui 	那會	c=0 d=1.00293e-06 t=27102
na jia 	哪家	c=2 d=0.0992613 t=27102
na jiao 	那叫	c=1 d=1.02601e-08 t=27102
na jiu 	那就	c=13 d=0.647634 t=27102
na jiu bu qi guai 	那就不奇怪	c=1 d=5.48141e-16 t=27102
na jiu shi 	那就是	c=3 d=0.0144802 t=27102
na ju hua 	那句話	c=3 d=0.0174224 t=27102
na li 	哪裏	c=16 d=0.0334543 t=27102
na li 	那裏	c=2 d=0.0491188 t=27102
na li gao 	哪裏搞	c=1 d=0.336216 t=27102
na li ne 	那裏呢	c=1 d=0.0520787 t=27102
na me 	那麼	c=17 d=0.00831246 t=27102
na me da 	那麼大	c=1 d=3.91772e-06 t=27102
na me duo 	那麼多	c=2 d=0.000523486 t=27102
na me jiu 	那麼久	c=1 d=3.51812e-05 t=27102
na me quan 	那麼全	c=1 d=4.10014e-12 t=27102
na me zuo 	那麼做	c=1 d=4.54077e-07 t=27102
na mei 	娜美	c=0 d=0.00057994 t=27102
na mei bi yao 	娜美必要	c=1 d=0.00582847 t=27102
na mei bi yao 	那沒必要	c=1 d=0.00585769 t=27102
na neng 	哪能	c=1 d=0.008271 t=27102
na ni 	那你	c=17 d=0.616208 t=27102
na nie 	拿捏	c=1 d=7.39535e-10 t=27102
na pa 	哪怕	c=1 d=0.0147723 t=27102
na pi 	那批	c=1 d=7.73311e-06 t=27102
na qie 	納妾	c=0 d=0.000131358 t=27102
na ruan jian 	那軟件	c=1 d=2.43679e-08 t=27102
na shang 	拿上	c=1 d=0.0177743 t=27102
na shi 	那是	c=8 d=0.162838 t=27102
na shi hou 	那時候	c=6 d=0.0378172 t=27102
na ta 	納塔	c=0 d=8.90428e-19 t=27102
na ta me 	納塔麼	c=1 d=8.94891e-18 t=27102
na te 	納特	c=0 d=3.75631e-12 t=27102
na te me 	納特麼	c=1 d=3.77513e-11 t=27102
na tian 	哪天	c=1 d=1.73113e-15 t=27102
na wan yi 	那玩意	c=1 d=0.053397 t=27102
na wei 	那位	c=0 d=1.22794e-05 t=27102
na wei shen me 	那位什麼	c=1 d=0.00012341 t=27102
na wo 	拿我	c=1 d=1.84739e-15 t=27102
na wo 	那我	c=3 d=5.56246e-10 t=27102
na xia 	拿下	c=1 d=1.8506e-06 t=27102
na xian ran 	哪顯然	c=1 d=0.0224829 t=27102
na xie 	哪些	c=12 d=0.0133116 t=27102
na xie 	那些	c=3 d=1.88405e-05 t=27102
na xie tui jian 	哪些推薦	c=1 d=5.94723e-05 t=27102
na yang 	那樣	c=4 d=0.644036 t=27102
na ye 	那也	c=0 d=4.10223e-19 t=27102
na ye bu neng 	那也不能	c=1 d=4.1228e-18 t=27102
na yi 	哪一	c=0 d=7.67728e-10 t=27102
na yi ce 	那一側	c=1 d=0.00050296 t=27102
na yi ci 	哪一次	c=1 d=7.71577e-09 t=27102
na yi ge 	哪一個	c=2 d=4.60687e-21 t=27102
na yi pian 	那一片	c=1 d=2.52926e-05 t=27102
na yi tao 	那一套	c=2 d=0.522046 t=27102
na you 	哪有	c=6 d=0.133184 t=27102
na zhang 	那張	c=0 d=1.74764e-10 t=27102
na zhang tu pian 	那張圖片	c=1 d=1.7564e-09 t=27102
na zhong 	那種	c=9 d=0.00327971 t=27102
na zi ran 	那自然	c=1 d=0.156453 t=27102
nai cha 	奶茶	c=1 d=0.113608 t=27102
nan 	南	c=2 d=0.000317939 t=27102
nan 	男	c=2 d=4.54231e-11 t=27102
nan 	難	c=5 d=0.00211225 t=27102
nan bu dao 	難不倒	c=0 d=2.28382e-11 t=27102
nan bu dao ni 	難不倒你	c=1 d=2.29527e-10 t=27102
nan dao 	難道	c=3 d=0.000982903 t=27102
nan de 	難得	c=1 d=2.19883e-05 t=27102
nan ding 	難頂	c=4 d=4.26529e-06 t=27102
nan fang ren 	南方人	c=2 d=8.81587e-06 t=27102
nan guai 	難怪	c=2 d=0.000238772 t=27102
nan guan 	難關	c=1 d=0.665686 t=27102
nan ji 	南極	c=0 d=4.04886e-12 t=27102
nan ji ren 	南極人	c=1 d=4.06916e-11 t=27102
nan lu 	南路	c=2 d=1.03304e-20 t=27102
nan sheng 	男生	c=3 d=0.00690852 t=27102
nan shou 	難受	c=3 d=0.0268102 t=27102
nan ting 	南亭	c=-1 d=0.00852289 t=27102
nan ting 	難聽	c=1 d=0.00856561 t=27102
nan yi 	難以	c=2 d=1.99507e-08 t=27102
nang cao 	囊草	c=1 d=0.164474 t=27102
nang zhong xiu se 	囊中羞澀	c=1 d=8.11274e-11 t=27102
nao 	鬧	c=3 d=0.723664 t=27102
nao teng 	鬧騰	c=0 d=5.71695e-12 t=27102
nao teng wan 	鬧騰完	c=1 d=5.74561e-11 t=27102
nao tu 	腦圖	c=6 d=3.06633e-07 t=27102
nao zi 	腦子	c=2 d=0.00278085 t=27102
ne 	呢	c=83 d=0.601079 t=27102
ne me 	呢麼	c=1 d=2.21023e-07 t=27102
nei 	內	c=4 d=0.0672055 t=27102
nei bu lei 	內部類	c=1 d=4.30963e-10 t=27102
nei ceng 	內層	c=1 d=0.0682212 t=27102
nei cun 	內存	c=10 d=0.00933229 t=27102
nei cun kong jian 	內存空間	c=1 d=9.35444e-10 t=27102
nei cun qu yu 	內存區域	c=1 d=1.99507e-08 t=27102
nei dou 	內鬥	c=2 d=0.437416 t=27102
nei han 	內涵	c=1 d=0.0323869 t=27102
nei he 	內核	c=2 d=4.14155e-06 t=27102
nei jian 	內建	c=1 d=2.11333e-09 t=27102
nei lao 	內澇	c=8 d=0.000159257 t=27102
nei rong 	內容	c=58 d=0.88737 t=27102
nei rong xin xi 	內容信息	c=1 d=2.93498e-20 t=27102
nei shi 	內飾	c=2 d=2.28909e-10 t=27102
nei xun 	内薰	c=1 d=1.4854e-08 t=27102
nei zhan 	內戰	c=1 d=3.90761e-05 t=27102
nei zhi 	內支	c=1 d=3.42298e-06 t=27102
nei zhi 	內置	c=3 d=0.00128739 t=27102
nen hua 	嫩滑	c=1 d=7.82971e-05 t=27102
neng 	能	c=38 d=1.0236 t=27102
neng bu neng 	能不能	c=5 d=0.167797 t=27102
neng chi dao 	能持刀	c=1 d=0.163654 t=27102
neng fou 	能否	c=2 d=0.00106484 t=27102
neng gou 	能夠	c=2 d=1.72996e-07 t=27102
neng kan qing 	能看清	c=1 d=0.0184074 t=27102
neng li 	能力	c=16 d=0.101934 t=27102
neng liang 	能量	c=1 d=0.000439444 t=27102
neng liao 	能聊	c=1 d=0.00108086 t=27102
neng xing 	能行	c=1 d=0.0409665 t=27102
neng yong 	能用	c=9 d=0.390628 t=27102
neng you 	能有	c=0 d=0.0354573 t=27102
neng yuan 	能源	c=0 d=0.0356351 t=27102
ni 	你	c=262 d=2.57104 t=27102
ni 	尼	c=0 d=2.17466e-23 t=27102
ni ba 	你爸	c=1 d=5.6445e-08 t=27102
ni bie 	你別	c=0 d=3.17673e-11 t=27102
ni bie luan jiang 	你別亂講	c=1 d=3.19265e-10 t=27102
ni bie shuo 	你別說	c=1 d=1.16885e-12 t=27102
ni bu 	你不	c=2 d=2.02978e-05 t=27102
ni bu dong 	你不懂	c=1 d=0.000163287 t=27102
ni bu fang 	你不妨	c=1 d=0.00548905 t=27102
ni bu hui 	你不會	c=1 d=1.62219e-15 t=27102
ni bu pa 	你不怕	c=1 d=0.139457 t=27102
ni bu shi 	你不是	c=4 d=0.000452827 t=27102
ni bu ying gai 	你不應該	c=1 d=3.40822e-14 t=27102
ni chang can 	擬鯧鰺	c=1 d=1.67216e-19 t=27102
ni chou chou 	你瞅瞅	c=1 d=0.0139818 t=27102
ni cong na li 	你從哪裏	c=1 d=0.000296045 t=27102
ni da 	你打	c=0 d=9.30303e-05 t=27102
ni da wo 	你打我	c=1 d=0.000934966 t=27102
ni de 	你的	c=9 d=0.501917 t=27102
ni de lian 	你的臉	c=1 d=1.09209e-07 t=27102
ni dei 	你得	c=4 d=0.00802655 t=27102
ni dei ba wo 	你得把握	c=1 d=0.00154923 t=27102
ni dei he wo 	你得和我	c=1 d=8.9413e-08 t=27102
ni di 	你弟	c=1 d=0.00408677 t=27102
ni die 	你爹	c=2 d=4.47578e-08 t=27102
ni dong 	你懂	c=1 d=0.000889368 t=27102
ni dou 	你都	c=1 d=1.57291e-05 t=27102
ni dou shi 	你都是	c=1 d=5.39704e-10 t=27102
ni fa 	你發	c=1 d=9.12503e-12 t=27102
ni ge 	你哥	c=2 d=4.49698e-05 t=27102
ni gei 	你給	c=1 d=0.000132358 t=27102
ni gui mi 	你閨蜜	c=1 d=9.26924e-20 t=27102
ni guo lai 	你過來	c=1 d=0.00458484 t=27102
ni hai 	你還	c=1 d=0.18452 t=27102
ni hai shi 	你還是	c=1 d=1.28333e-23 t=27102
ni hai shuo 	你還說	c=0 d=1.72162e-10 t=27102
ni hai shuo ni 	你還說你	c=1 d=1.73025e-09 t=27102
ni hao 	你好	c=35 d=8.1456 t=27102
ni hao shi a 	你好是啊	c=1 d=0.865022 t=27102
ni hui 	你會	c=2 d=1.79652e-10 t=27102
ni hui cong 	你會從	c=1 d=0.0437178 t=27102
ni hui jia 	你回家	c=1 d=1.81958e-13 t=27102
ni ji ba 	你雞巴	c=1 d=7.5916e-24 t=27102
ni jia 	你家	c=3 d=0.000305 t=27102
ni jie 	你姐	c=3 d=0.00524821 t=27102
ni jiu shi 	你就是	c=1 d=7.19168e-05 t=27102
ni jiu shi shuo 	你就是說	c=1 d=0.244143 t=27102
ni jiu shuo 	你就說	c=1 d=1.77617e-23 t=27102
ni kai 	你開	c=1 d=0.000135709 t=27102
ni kan 	你看	c=1 d=0.0808629 t=27102
ni kan kan 	你看看	c=1 d=1.39889e-08 t=27102
ni ke yi 	你可以	c=5 d=0.0948935 t=27102
ni ke yi bang wo 	你可以幫我	c=1 d=2.56478e-22 t=27102
ni kuai 	你快	c=0 d=9.66099e-08 t=27102
ni lao ba 	你老爸	c=1 d=5.84555e-08 t=27102
ni le 	膩了	c=2 d=0.278037 t=27102
ni lou xia 	你樓下	c=1 d=1.2328e-21 t=27102
ni lu 	你錄	c=1 d=1.71688e-06 t=27102
ni ma 	你媽	c=2 d=0.0342946 t=27102
ni ma 	尼瑪	c=2 d=4.30743e-05 t=27102
ni ma de 	你媽的	c=1 d=0.166127 t=27102
ni ma ma 	你媽媽	c=1 d=3.86873e-05 t=27102
ni man man 	你慢慢	c=1 d=2.65984e-09 t=27102
ni mei 	你沒	c=2 d=0.000184106 t=27102
ni men 	你們	c=2 d=4.20389e-05 t=27102
ni men cun 	你們村	c=1 d=3.20811e-08 t=27102
ni na 	你拿	c=1 d=1.55726e-05 t=27102
ni na ge 	你那個	c=1 d=3.46692e-09 t=27102
ni neng 	你能	c=9 d=0.878095 t=27102
ni nong cun 	你農村	c=1 d=2.83114e-08 t=27102
ni ru he 	你如何	c=2 d=1.22764e-21 t=27102
ni shen me shi hou 	你什麼時候	c=1 d=1.01404e-17 t=27102
ni shi 	你是	c=10 d=0.200137 t=27102
ni shi bu shi 	你是不是	c=1 d=4.83897e-20 t=27102
ni shi shei 	你是誰	c=15 d=0.0170411 t=27102
ni shi shen me 	你是什麼	c=2 d=1.87888 t=27102
ni shi shi 	你試試	c=3 d=0.0972957 t=27102
ni shi shi kan 	你試試看	c=2 d=0.195919 t=27102
ni shuo 	你說	c=13 d=0.384946 t=27102
ni shuo de 	你說的	c=1 d=0.234804 t=27102
ni shuo de shi shen me 	你說的是什麼	c=1 d=0.951229 t=27102
ni shuo ne 	你說呢	c=1 d=0.179066 t=27102
ni shuo ni shi 	你說你是	c=1 d=0.12938 t=27102
ni shuo shen me 	你說什麼	c=1 d=0.771052 t=27102
ni shuo shuo 	你說說	c=1 d=0.00104368 t=27102
ni ta ma 	你他媽	c=4 d=0.549303 t=27102
ni ta ma dao shi shang ge tu 	你他媽倒是上個圖	c=1 d=0.360595 t=27102
ni ta me 	你她麼	c=2 d=0.158817 t=27102
ni te 	尼特	c=0 d=5.74901e-09 t=27102
ni te mai e 	尼特賣惡	c=1 d=2.83114e-08 t=27102
ni te me 	尼特麼	c=4 d=3.10547e-06 t=27102
ni tian 	逆天	c=1 d=0.00105417 t=27102
ni ting 	你聽	c=1 d=0.00019647 t=27102
ni wen 	你問	c=1 d=0.000536738 t=27102
ni wen wen 	你問問	c=1 d=6.53415e-24 t=27102
ni wo 	你我	c=1 d=0.16696 t=27102
ni xi wang 	你希望	c=1 d=2.47362e-08 t=27102
ni xia ci 	你下次	c=1 d=0.00726273 t=27102
ni xian 	你先	c=3 d=0.00220187 t=27102
ni xian zai 	你現在	c=2 d=0.0195457 t=27102
ni xiang 	你想	c=2 d=9.65934e-05 t=27102
ni xiang qu 	你想去	c=1 d=9.42085e-05 t=27102
ni xiao zi 	你小子	c=1 d=1.86469e-07 t=27102
ni xu yao 	你需要	c=1 d=1.91848e-18 t=27102
ni xue hui 	你學會	c=1 d=2.71681e-23 t=27102
ni ya 	你丫	c=1 d=1.07138e-17 t=27102
ni yan xuan 	你嚴選	c=1 d=1.70449e-09 t=27102
ni yao 	你要	c=9 d=0.133989 t=27102
ni yao shi 	你要是	c=3 d=5.05653e-08 t=27102
ni ye 	你也	c=1 d=0.000871757 t=27102
ni ye you 	你也有	c=1 d=2.96811e-05 t=27102
ni yi si 	你意思	c=2 d=0.00112342 t=27102
ni yi wei 	你以爲	c=1 d=0.0105145 t=27102
ni ying gai 	你應該	c=1 d=0.0213864 t=27102
ni yong 	你用	c=1 d=1.40567e-06 t=27102
ni zai 	你在	c=2 d=0.916317 t=27102
ni zai shuo shen me 	你在說什麼	c=1 d=0.0239928 t=27102
ni zhe 	你這	c=4 d=0.0301576 t=27102
ni zhe 	逆着	c=2 d=0.00196945 t=27102
ni zhe dao shi 	你這倒是	c=1 d=3.33041e-07 t=27102
ni zhe ge 	你這個	c=2 d=2.10752e-06 t=27102
ni zhe hua 	你這話	c=1 d=2.87393e-08 t=27102
ni zhe jiu 	你這就	c=1 d=0.00012909 t=27102
ni zhe ju hua 	你這句話	c=2 d=0.0765363 t=27102
ni zhe yi nong 	你這一弄	c=1 d=3.42356e-08 t=27102
ni zhi dao 	你知道	c=2 d=1.95396e-05 t=27102
ni zhi jie 	你直接	c=3 d=0.000101039 t=27102
ni zhuo mo 	你琢磨	c=1 d=1.77804e-06 t=27102
ni zi ji 	你自己	c=1 d=0.0182243 t=27102
ni zi xi 	你仔細	c=1 d=1.73502e-12 t=27102
nian 	年	c=8 d=0.726338 t=27102
nian dai 	年代	c=2 d=8.1773e-16 t=27102
nian fei 	年費	c=1 d=2.24906e-06 t=27102
nian ji 	年紀	c=1 d=3.43125e-05 t=27102
nian ji 	年饥	c=1 d=3.41414e-05 t=27102
nian qing 	年輕	c=2 d=1.7139e-09 t=27102
nian qing ren 	年輕人	c=2 d=0.0270217 t=27102
niao 	鳥	c=12 d=1.13577 t=27102
niao beng 	尿崩	c=1 d=0.000350903 t=27102
niao chao 	鳥巢	c=1 d=0.139457 t=27102
niao lei 	鳥類	c=1 d=9.64261e-14 t=27102
nie 	捏	c=1 d=0.000590229 t=27102
nin 	您	c=2 d=7.45902e-16 t=27102
ning jing 	寧靜	c=1 d=0.0944202 t=27102
niu 	牛	c=4 d=0.128037 t=27102
niu bi 	牛逼	c=27 d=0.855791 t=27102
niu cha 	牛叉	c=3 d=0.155673 t=27102
niu jin 	牛津	c=1 d=0.00329615 t=27102
niu lai niu qu 	扭來扭去	c=1 d=1.01895e-15 t=27102
nong 	弄	c=17 d=0.0916862 t=27102
nong 	濃	c=1 d=0.000246044 t=27102
nong chu lai 	弄出來	c=1 d=0.000332125 t=27102
nong cun 	農村	c=5 d=8.53749e-08 t=27102
nong cuo le 	弄錯了	c=1 d=9.02165e-25 t=27102
nong da 	弄大	c=1 d=3.28083e-07 t=27102
nong dao 	弄到	c=1 d=0.0010701 t=27102
nong dian hao 	弄點好	c=1 d=0.168638 t=27102
nong dong 	弄懂	c=1 d=0.000605171 t=27102
nong fu 	農夫	c=0 d=7.30162e-08 t=27102
nong fu yu fu 	農夫漁夫	c=1 d=7.33822e-07 t=27102
nong ge 	弄個	c=1 d=2.52359e-08 t=27102
nong guo 	弄過	c=1 d=1.87595e-19 t=27102
nong hao 	弄好	c=5 d=0.377284 t=27102
nong hao le 	弄好了	c=1 d=0.0243554 t=27102
nong jin qu 	弄進去	c=2 d=1.6453e-05 t=27102
nong le 	弄了	c=3 d=0.786628 t=27102
nong min 	農民	c=2 d=6.84849e-08 t=27102
nong ni 	濃膩	c=1 d=1.70241e-24 t=27102
nong sha 	弄啥	c=1 d=2.04837e-24 t=27102
nong yi ge 	弄一個	c=1 d=0.00831246 t=27102
nu 	怒	c=1 d=0.412714 t=27102
nuo che 	挪車	c=1 d=9.80866e-09 t=27102
nv 	女	c=6 d=0.00717144 t=27102
nv de 	女的	c=1 d=0.00120052 t=27102
nv er 	女兒	c=0 d=6.89538e-11 t=27102
nv er qing 	女兒情	c=1 d=6.92994e-10 t=27102
nv peng you 	女朋友	c=3 d=9.34554e-16 t=27102
nv ren 	女人	c=1 d=1.08665e-07 t=27102
nv shen 	女神	c=0 d=1.05982e-08 t=27102
nv sheng 	女生	c=14 d=0.0156222 t=27102
nv wei 	女爲	c=1 d=1.81427e-08 t=27102
nv wei yue ji zhe rong 	女为悦己者容	c=1 d=1.99507e-08 t=27102
nv zi 	女子	c=1 d=0.67368 t=27102
o 	哦	c=28 d=0.637839 t=27102
o 	噢	c=9 d=0.405632 t=27102
o o 	哦哦	c=4 d=0.00481991 t=27102
ou er 	偶爾	c=3 d=0.00540733 t=27102
ou zhou 	歐洲	c=1 d=1.57317e-07 t=27102
pa 	怕	c=0 d=6.23813e-09 t=27102
pa bu shi 	怕不是	c=1 d=4.11929e-08 t=27102
pa mei 	怕美	c=1 d=0.0266491 t=27102
pa sa te 	帕薩特	c=1 d=7.15825e-09 t=27102
pa shan 	爬山	c=4 d=0.643309 t=27102
pa shang 	爬上	c=1 d=0.194952 t=27102
pa shen me 	怕什麼	c=1 d=4.24691e-14 t=27102
pa shou 	扒手	c=2 d=1.1819e-15 t=27102
pa wo 	怕我	c=1 d=0.000939653 t=27102
pa you ren 	怕有人	c=1 d=6.2694e-08 t=27102
pai 	拍	c=5 d=0.075023 t=27102
pai 	派	c=1 d=0.254107 t=27102
pai bu 	排布	c=2 d=0.157237 t=27102
pai cha 	排查	c=1 d=2.00507e-08 t=27102
pai dian 	拍點	c=1 d=2.31794e-08 t=27102
pai ge 	派格	c=1 d=0.000645813 t=27102
pai ming 	排名	c=3 d=0.627098 t=27102
pai shang 	派上	c=1 d=0.140858 t=27102
pai she 	拍攝	c=1 d=4.51812e-07 t=27102
pai wu 	排污	c=1 d=0.0930145 t=27102
pai xu 	排序	c=5 d=0.141178 t=27102
pai zhang zhao 	拍张照	c=1 d=1.08946e-08 t=27102
pai zhao 	拍照	c=2 d=0.0103063 t=27102
pan 	盤	c=3 d=0.70498 t=27102
pan ding 	判定	c=1 d=1.48232e-13 t=27102
pan duan 	判斷	c=1 d=9.09683e-05 t=27102
pan pan 	盤盤	c=0 d=1.63565e-25 t=27102
pang bian 	旁邊	c=2 d=0.000610887 t=27102
pao 	泡	c=1 d=4.14064e-10 t=27102
pao 	跑	c=1 d=0.218262 t=27102
pao bu qi lai 	跑不起來	c=1 d=0.164474 t=27102
pao chu 	拋出	c=5 d=0.016187 t=27102
pao dao 	跑道	c=1 d=5.44091e-17 t=27102
pao ge bian 	跑個遍	c=1 d=8.05007e-08 t=27102
pao lu 	跑路	c=2 d=5.48289e-08 t=27102
pao mo 	泡沫	c=2 d=3.68295e-06 t=27102
pao po 	泡破	c=1 d=1.17431e-08 t=27102
pao qi 	拋棄	c=1 d=1.35732e-06 t=27102
pao qi lai 	跑起來	c=1 d=0.453845 t=27102
pao qu 	跑去	c=1 d=0.000112226 t=27102
pao yi pao 	跑一跑	c=1 d=7.84998e-06 t=27102
